nconst	name	birthYear	deathYear
nm0494558	Didier Le Pêcheur	1959	
nm0494565	Dominique Le Rigoleur	1949	
nm0494617	Yorick Le Saux	1968	
nm0494693	Hiep Thi Le	1971	2017
nm0494752	Eric Lea	1965	
nm0494774	Nicholas Lea	1962	
nm0494861	Roger Murray-Leach	1943	
nm0494999	Michael Leahy	1963	
nm0495021	Cynthia Leake	1957	
nm0495095	Sharon Leal	1972	
nm0495380	David Leavitt	1961	
nm0495450	Joshua LeBar	1977	
nm0495936	Gene LeBrock	1961	
nm0496312	Patrice Leconte	1947	
nm0496459	Paul Leder	1926	1996
nm0496503	Caz Lederman	1952	
nm0496622	Mathias Ledoux	1953	2005
nm0496713	Cherie Day Ledwith	1962	
nm0496742	Ping Bin Lee	1954	
nm0496881	Bill Lee	1928	
nm0496932	Lee Byung-hun	1970	
nm0496945	Carmen Llywelyn	1973	
nm0496969	Lee Chang-dong	1954	
nm0497097	Danny Lee	1952	
nm0497135	Deborah Lee	1949	2007
nm0497140	Dennis Lee	1939	
nm0497522	Jesse Lee Soffer	1984	
nm0497528	Jieho Lee	1973	
nm0497593	Jonna Lee	1963	
nm0497631	Lee Jung-jae	1972	
nm0497642	Kang-sheng Lee	1968	
nm0497643	Dickson Ga-Sing Lee	1967	
nm0497826	Mark Lee	1958	
nm0497853	Mason Lee	1990	
nm0497901	Miki Lee	1977	
nm0497931	Mushond Lee	1967	
nm0497966	Oliver Lee	1985	
nm0498046	Reggie Lee	1975	
nm0498175	Roy Lee	1969	
nm0498212	Sang-il Lee	1974	
nm0498247	Sheryl Lee	1967	
nm0498251	Shou-Chuan Lee	1955	
nm0498275	Sophie Lee	1968	
nm0498278	Stan Lee	1922	2018
nm0498280	Stephen Lee	1955	2014
nm0498294	Stewart Lee	1968	
nm0498308	Lee Sung Hi	1970	
nm0498429	Waise Lee	1959	
nm0498457	William Gregory Lee	1973	
nm0498517	Andrew Lee Potts	1979	
nm0498555	Tony Leech	1968	
nm0498645	Leelavathi	1938	
nm0498713	Erica Leerhsen	1976	
nm0498776	Nick Leeson	1967	
nm0498782	Scott Anthony Leet	1962	
nm0498956	Rachelle Lefevre	1979	
nm0499223	Lance LeGault	1935	2012
nm0499323	Michael Legge	1978	
nm0499343	Jay Leggett	1963	2013
nm0499363	Jerry Leggio	1935	
nm0499429	Benjamin Legrand	1950	
nm0499601	Mille Lehfeldt	1979	
nm0499673	Benjamin Lehmann	1967	
nm0499724	Michael Lehmann	1957	
nm0499791	Fredric Lehne	1959	
nm0499995	Siu-Tin Lai	1946	2019
nm0500038	Ron Leibman	1937	2019
nm0500090	Jerry Leichtling	1948	
nm0500156	David Leigh MacLeod	1944	1998
nm0500200	Chyler Leigh	1982	
nm0500329	Warren Leight	1957	
nm0500369	Michael W. Leighton	1944	2011
nm0500444	Danny Leiner	1961	2018
nm0500686	Richard Leiterman	1935	2005
nm0500896	David Leland	1941	
nm0500976	Gilles Lellouche	1972	
nm0500988	Claude Lelouch	1937	
nm0501015	Stanislaw Lem	1921	2006
nm0501181	Ann Leary	1962	
nm0501185	Michael Lembeck	1948	
nm0501210	Kris Lemche	1978	
nm0501256	Valérie Lemercier	1964	
nm0501391	Jim Lemley	1965	
nm0501399	Steve Lemme	1968	
nm0501412	Júlia Lemmertz	1963	
nm0501419	James Lemmo	1949	
nm0501422	Chris Lemmon	1954	
nm0501435	Kasi Lemmons	1961	
nm0501755	Ryszard Lenczewski	1948	
nm0501837	Vanessa Lengies	1985	
nm0501947	Rebecca Lenkiewicz	1968	
nm0501964	Laurie Lennard	1958	
nm0501999	Christopher Lennertz	1972	
nm0502015	Harry Lennix	1964	
nm0502044	Jarrett Lennon	1982	
nm0502073	Thomas Lennon	1970	
nm0502180	Adriane Lenox	1956	
nm0502342	Bethany Joy Lenz	1981	
nm0502391	Umberto Lenzi	1931	2017
nm0502425	Melissa Leo	1960	
nm0502577	Brett Leonard	1959	
nm0502671	Joshua Leonard	1975	
nm0502733	Patrick Leonard	1956	
nm0502813	Marco Leonardi	1971	
nm0502859	Doriana Leondeff	1962	
nm0502932	Nuno Leonel	1969	
nm0502941	Matthew F. Leonetti Jr.	1975	
nm0502954	John R. Leonetti	1956	
nm0502987	Po-Chih Leong	1939	
nm0503033	Atossa Leoni	1977	
nm0503140	Chauncey Leopardi	1981	
nm0503259	Peter Lepeniotis	1965	
nm0503276	Jean-François Lepetit	1953	
nm0503429	Alisa Lepselter	1963	
nm0503443	Chete Lera	1949	2022
nm0503559	April Lerman	1969	
nm0503567	Logan Lerman	1992	
nm0503592	Avi Lerner	1947	
nm0503600	Danny Lerner	1952	2015
nm0503627	Michael Lerner	1941	
nm0503629	Michael A. Lerner	1958	
nm0503716	Pierre Leroux	1958	
nm0503800	Philippine Leroy-Beaulieu	1963	
nm0504007	Boris Lyoskin	1923	2020
nm0504226	Andrew Lesnie	1956	2015
nm0504320	Anton Lesser	1952	
nm0504412	Adrian Lester	1968	
nm0504495	Mark L. Lester	1946	
nm0504496	Herschell Gordon Lewis	1926	2016
nm0504516	Ron Lester	1970	2016
nm0504576	Michal Leszczylowski	1950	
nm0504642	Louis Leterrier	1973	
nm0504672	Jonathan Lethem	1964	
nm0504802	Sheldon Lettich	1951	
nm0504819	Billie Letts	1938	2014
nm0504832	Tracy Letts	1965	
nm0504897	Tony Chiu-Wai Leung	1962	
nm0504899	Tony Ka Fai Leung	1958	
nm0504908	Anglie Leung	1963	
nm0504949	Jade Leung	1969	
nm0504962	Ken Leung	1970	
nm0504973	Alex Man	1957	
nm0505075	Matthew Leutwyler	1969	
nm0505144	Gigi Levangie	1963	
nm0505152	Brian Levant	1952	
nm0505226	Calvin Levels	1954	
nm0505230	Jeremy Leven	1941	
nm0505323	Johny Lever	1957	
nm0505392	Michel Levesque	1943	2010
nm0505615	Ira Levin	1929	2007
nm0505616	Irving H. Levin	1921	1996
nm0505741	Victor Levin	1961	
nm0505842	Jerry Levine	1957	
nm0505867	Ken Levine	1950	
nm0505938	Robert Levine	1931	
nm0505946	Sam J. Levine	1973	
nm0505971	Ted Levine	1957	
nm0506013	Gary Levinsohn	1959	
nm0506020	Art Levinson	1933	2015
nm0506094	Sam Levinson	1985	
nm0506165	Andrew Levitas	1977	
nm0506215	Gene Levitt	1920	1999
nm0506290	Kristian Levring	1957	
nm0506405	Eugene Levy	1946	
nm0506410	Franklin R. Levy	1948	1992
nm0506461	Jefery Levy	1958	
nm0506500	Krishna Levy	1964	
nm0506613	Shawn Levy	1968	
nm0506619	Shuki Levy	1947	
nm0506699	James Lew	1952	
nm0506784	José Lewgoy	1920	2003
nm0506802	Ben Lewin	1946	
nm0507073	Damian Lewis	1971	
nm0507207	Gary Lewis	1958	
nm0507212	Geoffrey Lewis	1935	2015
nm0507271	Huey Lewis	1950	
nm0507315	Jason J. Lewis	1976	
nm0507542	Mel Lewis	1974	
nm0507659	Richard Lewis	1947	
nm0507669	Richard Barton Lewis	1953	
nm0507794	Ted Lewis	1940	1982
nm0507815	Tim Lewis	1963	
nm0507852	Vicki Lewis	1960	
nm0508025	Paul Leyden	1972	
nm0508085	Johan Leysen	1950	
nm0508139	Selenis Leyva	1972	
nm0508200	Vicente Leñero	1933	2014
nm0508208	Fernando León de Aranoa	1968	
nm0508249	Loles León	1950	
nm0508293	Thierry Lhermitte	1952	
nm0508356	Bingbing Li	1973	
nm0508552	Cincin Lee	1967	
nm0508684	Pen-Jung Liao	1949	
nm0508732	Matthew Libatique	1968	
nm0508764	Rodney Liber	1963	
nm0508844	Richard Libertini	1933	2016
nm0508877	Andrea Libman	1984	
nm0508904	Sig Libowitz	1968	
nm0509033	Mitchell Lichtenstein	1956	
nm0509035	Olivia Lichtenstein	1960	
nm0509263	Nikolaj Lie Kaas	1973	
nm0509264	Anders Danielsen Lie	1979	
nm0509346	Michael Lieber	1945	2018
nm0509423	Sanford Lieberson	1936	
nm0509448	Jonathan Liebesman	1976	
nm0509502	Michael Liebmann	1969	
nm0509580	Rob Liefeld	1967	
nm0509583	Jan Josef Liefers	1964	
nm0509828	Clay Liford	1974	
nm0509864	Jimmy Lifton	1955	
nm0509937	Judith Light	1949	
nm0510022	Georgina Lightning	1963	
nm0510113	Arvi Liimatainen	1949	2018
nm0510168	Shad Moss	1987	
nm0510674	Kevin Lima	1962	
nm0510731	Doug Liman	1965	
nm0510816	Jean-Pierre Limosin	1949	
nm0510857	Brigitte Lin	1954	
nm0510912	Justin Lin	1971	
nm0510950	Sandra Kwan Yue Ng	1965	
nm0511088	Andrew Lincoln	1973	
nm0511166	Björn J:son Lindh	1944	2013
nm0511196	Greta Lind	1968	
nm0511264	Sarah Lind	1982	
nm0511270	Traci Lind	1968	
nm0511277	Boguslaw Linda	1952	
nm0511482	David Linde	1960	
nm0511541	Damon Lindelof	1973	
nm0511604	Hal Linden	1931	
nm0511707	George Linder	1948	
nm0511742	Stu Linder	1931	2006
nm0511798	Viveca Lindfors	1920	1995
nm0511841	Lisa Lindgren	1968	
nm0511867	Torgny Lindgren	1938	
nm0512283	Nigel Lindsay	1969	
nm0512305	Robert Lindsay	1949	
nm0512327	Michael Lindsay-Hogg	1940	
nm0512498	Göran Lindström	1943	
nm0512501	Jon Lindström	1948	
nm0512616	Stephi Lineburg	1982	
nm0512627	Graham Linehan	1968	
nm0512631	Rosaleen Linehan	1937	
nm0512668	Stephen J. Lineweaver	1955	
nm0512746	Van Ling	1963	
nm0512934	Hamish Linklater	1976	
nm0512963	Cody Linley	1989	
nm0513021	Mark Linn-Baker	1954	
nm0513065	Anne Linnet	1953	
nm0513165	Art Linson	1942	
nm0513281	Alex D. Linz	1989	
nm0513307	Anthony Lioi	1972	
nm0513375	Thérèse Liotard	1949	
nm0513586	Jacques Lippe	1925	1990
nm0513731	Dennis Lipscomb	1942	2014
nm0513769	Jane Lipsitz	1965	
nm0513974	Steven Lisberger	1951	
nm0514043	Bill Lishman	1939	2017
nm0514228	Peyton List	1986	
nm0514342	Litefoot	1968	
nm0514362	Ian Lithgow	1972	
nm0514493	Miguel Littin	1942	
nm0514528	Carole Little	1934	2015
nm0514546	Dwight H. Little	1956	
nm0514605	Kim Little	1970	
nm0514638	Natasha Little	1969	
nm0514662	Ryan Little	1971	
nm0514725	Jesse Littlejohn	1986	
nm0514746	Carol Littleton	1942	
nm0514904	Chia-Hui Liu	1951	
nm0514906	Chia-Liang Liu	1936	2013
nm0514944	Jackson Lou	1962	
nm0514998	Ray Lui	1956	
nm0515002	Rene Liu	1969	
nm0515043	Xiaoqing Liu	1955	
nm0515116	Blake Lively	1987	
nm0515123	Eric Lively	1981	
nm0515128	Jason Lively	1968	
nm0515201	Jean-Louis Livi	1941	
nm0515260	John Livingston	1970	
nm0515296	Ron Livingston	1967	
nm0515491	Carlo Lizzani	1922	2013
nm0515584	Sten Ljunggren	1938	
nm0515753	Robert Llewellyn	1956	
nm0515836	Antonio Llorens	1940	2017
nm0515891	Luis Llosa	1951	
nm0515908	Andrew Lloyd Webber	1948	
nm0515941	Christopher Lloyd	1960	
nm0516003	Harry Lloyd	1983	
nm0516020	Vincent Riotta	1959	
nm0516038	John J. Lloyd	1922	2014
nm0516083	Michael Lloyd	1948	
nm0516162	Walt Lloyd	1950	
nm0516215	Tony Lo Bianco	1936	
nm0516240	May Mei-Mei Lo	1966	
nm0516272	Enrico Lo Verso	1964	
nm0516310	Ken Lo	1957	
nm0516360	Ken Loach	1936	
nm0516502	António Lobo Antunes	1942	
nm0516805	Taylor Locke	1984	
nm0516908	Andrew Lockington	1974	
nm0516918	Loryn Locklin	1968	
nm0516972	Gary Lockwood	1937	
nm0517064	Kurt Loder	1945	
nm0517148	Marco Lodoli	1956	
nm0517188	Jeph Loeb	1958	
nm0517200	Christina Loeb	1946	
nm0517370	Fiona Loewi	1975	
nm0517539	David Logan	1969	
nm0517589	John Logan	1961	
nm0517638	Paul Logan	1973	
nm0517642	Phyllis Logan	1956	
nm0517820	Lindsay Lohan	1986	
nm0517844	Alison Lohman	1979	
nm0517975	Florence Loiret Caille	1975	
nm0518085	Kristanna Loken	1979	
nm0518312	Karina Lombard	1969	
nm0518470	Lou Lombardo	1932	2002
nm0518511	Domenick Lombardozzi	1976	
nm0518644	Richard Loncraine	1946	
nm0518715	Jason London	1972	
nm0518718	Jeremy London	1972	
nm0518821	John Lone	1952	
nm0518836	Kenneth Lonergan	1962	
nm0519021	Joan Long	1925	1999
nm0519043	Justin Long	1978	
nm0519054	Kathy Long	1964	
nm0519101	Mary Long	1951	
nm0519212	Tom Long	1968	2020
nm0519295	Troy Longest	1965	2004
nm0519351	Sheryl Longin	1964	
nm0519434	Robert Longo	1953	
nm0519456	Eva Longoria	1975	
nm0519489	Emily Longstreth	1967	
nm0519666	Lisa Loomer	1950	
nm0519887	Fátima Lopes	1969	
nm0519933	Nuno Lopes	1978	
nm0520064	George Lopez	1961	
nm0520068	Gerry Lopez	1948	
nm0520188	Robert Lopez	1975	
nm0520234	Kamala Lopez	1964	
nm0520288	Santo Loquasto	1944	
nm0520317	Sophie Lorain	1957	
nm0520401	Bryan Lord	1968	
nm0520438	James Lord	1922	2009
nm0520440	Jean-Claude Lord	1943	2022
nm0520485	Peter Lord	1953	
nm0520488	Phil Lord	1975	
nm0520562	Brad Loree	1960	
nm0520586	Nick Loren	1970	
nm0520608	Michal Lorenc	1955	
nm0520683	Morten Lorentzen	1960	
nm0520690	Peter Lorentzon	1973	
nm0520875	Nicanor Loreti	1978	
nm0520893	Dean Lorey	1967	
nm0520943	Ray Loriga	1967	
nm0521011	Lynn Loring	1944	
nm0521507	Julie Lott	1964	
nm0521554	Evan A. Lottman	1931	2001
nm0521753	Lori Loughlin	1964	
nm0521808	Simon Lui	1964	
nm0521812	Alexina Louie	1949	
nm0521829	John Louie	1970	
nm0521974	Todd Louiso	1970	
nm0522173	Hélène Louvart	1964	
nm0522199	Gert Jan Louwe	1956	
nm0522218	Eric Louzil	1951	
nm0522306	Darlene Love	1938	
nm0522393	Nick Love	1969	
nm0522487	Ray Lovejoy	1939	2001
nm0522545	Dyson Lovell	1936	
nm0522554	Jim Lovell	1928	
nm0522704	David Lovgren	1969	
nm0522827	Maggie Low	1957	
nm0522857	Desmond Lowden	1937	
nm0522882	Andrea Lowe	1975	
nm0523013	Nick Lowe	1949	
nm0523094	Jeff Lowell	1973	
nm0523180	Yuri Lowenthal	1971	
nm0523198	Andrew Lowery	1970	
nm0523264	Rebecca Lowman	1970	
nm0523276	Declan Lowney	1960	
nm0523323	Harvey Lowry	1970	
nm0523342	Lois Lowry	1937	
nm0523344	Lynn Lowry	1947	
nm0523363	Richard Lowry	1964	
nm0523568	Florencia Lozano	1969	
nm0523717	Yi-Ching Lu	1958	
nm0523880	Alejandro Lubezki	1966	
nm0523881	Emmanuel Lubezki	1964	
nm0523986	Nicole Lubtchansky	1937	2014
nm0524093	Carlos Lucas	1932	2004
nm0524108	Craig Lucas	1951	
nm0524197	Josh Lucas	1971	
nm0524217	Laurent Lucas	1965	
nm0524240	Matt Lucas	1974	
nm0524442	Francesco Lucente	1960	
nm0524444	Tino Lucente	1968	
nm0524516	Daniele Luchetti	1960	
nm0524528	Fabrice Luchini	1951	
nm0524670	Fulvio Lucisano	1928	
nm0524745	Thad Luckinbill	1975	
nm0524829	Hugo Luczyc-Wyhowski	1957	
nm0524839	Ludacris	1977	
nm0524855	Tom Luddy	1943	2023
nm0524862	Randy Ludensky	1968	
nm0524924	Robert Ludlum	1927	2001
nm0524976	Avram Ludwig	1962	2019
nm0525041	Pamela Ludwig	1960	
nm0525076	Ted Ludzik	1966	
nm0525104	Kurt Luedtke	1939	2020
nm0525303	Baz Luhrmann	1962	
nm0525459	Fernando Luján	1938	2019
nm0525518	Florian Lukas	1973	
nm0525659	Robert Luketic	1973	
nm0525801	Lulu	1948	
nm0525835	Miguel Ángel Lumaldo	1928	2003
nm0525855	Carl Lumbly	1951	
nm0525886	Jenny Lumet	1967	
nm0525921	Joanna Lumley	1946	
nm0525973	Richard Lumsden	1965	
nm0526019	Diego Luna	1979	
nm0526259	Zoë Lund	1962	1999
nm0526406	Joan Lunden	1950	
nm0526478	Lars Bill Lundholm	1948	
nm0526557	Steve Lundquist	1961	
nm0526581	Maria Lundqvist	1963	
nm0526649	Jessica Lundy	1966	
nm0526732	Pavel Lungin	1949	
nm0526753	John Lunn	1956	
nm0526939	Tabitha Lupien	1988	
nm0526967	Frank Lupo	1955	2021
nm0526985	Patti LuPone	1949	
nm0527002	Federico Luppi	1934	2017
nm0527091	Deborah Lurie	1974	
nm0527097	Jeffrey Lurie	1951	
nm0527099	John Lurie	1952	
nm0527109	Rod Lurie	1962	
nm0527251	Jacques Lussier	1960	
nm0527322	Branko Lustig	1932	2019
nm0527325	Dana Lustig	1963	
nm0527330	Franz Lustig	1967	
nm0527350	William Lustig	1955	
nm0527393	Eric Lutes	1962	
nm0527453	Milan Luthria	1968	
nm0527464	Gustaw Lutkiewicz	1924	2017
nm0527567	George Lutz	1947	2006
nm0527582	Kathy Lutz	1946	2004
nm0527668	Danny Lux	1969	
nm0527744	Franc Luz	1950	
nm0527932	Rasmus Lyberth	1951	
nm0527997	John Lydon	1956	
nm0528186	Euros Lyn	1971	
nm0528244	Brian Lynch	1973	
nm0528331	Jane Lynch	1960	
nm0528337	Jennifer Lynch	1968	
nm0528371	Keith Lynch	1981	
nm0528420	Paul Lynch	1946	
nm0528462	Susan Lynch	1971	
nm0528536	Michal Skolimowski	1968	
nm0528539	Simon Lyndon	1971	
nm0528595	Carol Lynley	1942	2019
nm0528718	Jonathan Lynn	1943	
nm0528963	Nick Lyon	1970	
nm0529071	James Lyons	1960	2007
nm0529177	Susan Lyons	1957	
nm0529289	Elia Lyssy	1968	
nm0529526	Mats Långbacka	1963	
nm0529543	Jean-Pierre Léaud	1944	
nm0529563	Claude Léger	1945	2021
nm0529616	Pierre Léon	1959	
nm0529645	Philippe Léotard	1940	2001
nm0529648	Jean Lépine	1948	
nm0529717	Bernard-Henri Lévy	1948	
nm0529813	Pilar López de Ayala	1978	
nm0529877	Juan López Moctezuma	1932	1995
nm0530048	Charo López	1943	
nm0530365	Sergi López	1965	
nm0530376	Temístocles López	1947	
nm0530460	Nils Lofgren	1951	
nm0530505	Hans Lönnerheden	1951	
nm0530581	Elina Löwensohn	1966	
nm0530594	Klaus Löwitsch	1936	2002
nm0530917	Dan Maag	1975	
nm0530975	Dick Maas	1951	
nm0530995	Peter Maas	1929	2001
nm0531021	John Maass	1960	
nm0531069	Kate Maberly	1982	
nm0531095	Eric Mabius	1971	
nm0531101	Luke Mably	1976	
nm0531296	Syd Macartney	1954	
nm0531310	Julio Macat	1957	
nm0531333	Marc Macaulay	1957	
nm0531529	Catriona MacColl	1954	
nm0531581	Galt MacDermot	1928	2018
nm0531598	Alan Macdonald	1956	2017
nm0531602	Andrew Macdonald	1966	
nm0531616	Art MacDonald	1951	
nm0531808	Kelly Macdonald	1976	
nm0531817	Kevin Macdonald	1967	
nm0531827	Laurie MacDonald	1953	
nm0531930	Sharman Macdonald	1951	
nm0531987	John MacDonnell	1955	2008
nm0532146	Carl Macek	1951	2010
nm0532193	Matthew Macfadyen	1974	
nm0532235	Seth MacFarlane	1973	
nm0532287	Shane MacGowan	1957	
nm0532368	Peter Macgregor-Scott	1947	2017
nm0532461	Justina Machado	1972	
nm0532576	Laurent Machuel	1960	
nm0532650	Neil A. Machlis	1945	
nm0532683	Gabriel Macht	1972	
nm0532685	Stephen Macht	1942	
nm0532900	Martha MacIsaac	1984	
nm0532924	Mack 10	1971	
nm0532928	Allison Mack	1982	
nm0533168	James Mackay	1954	
nm0533258	Alastair Mackenzie	1970	
nm0533284	David Mackenzie	1966	
nm0533334	John Mackenzie	1928	2011
nm0533564	Gillies MacKinnon	1948	
nm0533599	Steven Mackintosh	1967	
nm0533636	Robert Macklin	1941	
nm0533650	Rafal Mackowiak	1975	
nm0533691	Angus MacLane	1975	
nm0533735	Bernard MacLaverty	1942	
nm0533815	Robert K. MacLean	1954	
nm0533828	Michael Maclear	1929	2018
nm0533907	John-Paul MacLeod	1986	
nm0533914	Lewis Macleod	1970	
nm0534013	Kenneth MacMillan	1939	
nm0534021	Richard McMillan	1951	2017
nm0534041	Lauren MacMullan	1964	
nm0534094	Andrew Macneil	1967	
nm0534205	Daniel MacPherson	1980	
nm0534207	Don MacPherson	1954	
nm0534215	Glen MacPherson	1957	
nm0534411	Carla Santos Shamberg	1952	
nm0534540	Vivek Maddala	1973	
nm0534543	Marianne Maddalena	1957	
nm0534574	David Madden	1955	
nm0534635	Richard Madden	1986	
nm0534673	Eric Maddison	1974	
nm0534696	Brenda Maddox	1932	2019
nm0534794	Mader	1958	
nm0534822	Hemky Madera	1977	
nm0534856	Madhavan	1970	
nm0534863	Madhavi	1962	
nm0534866	Madhoo	1969	
nm0534904	Kathleen Madigan	1965	
nm0534944	James Madio	1975	
nm0535107	Juan Madrid	1947	
nm0535248	Uffe Rørbæk Madsen	1961	
nm0535285	Julio Madurga	1946	2008
nm0535391	Ron Mael	1945	
nm0535392	Russell Mael	1948	
nm0535805	Danny Mags	1991	
nm0535850	Ken Magee	1946	2015
nm0535861	Patrick Magee	1922	1982
nm0535903	Jad Mager	1969	
nm0535940	Maria Maggenti	1962	
nm0536087	Scott Magill	1966	1987
nm0536095	Benoît Magimel	1974	
nm0536221	Clif Magness	1957	
nm0536249	Claude Magnier	1920	1983
nm0536370	Dennis Magnusson	1968	
nm0536410	Tivi Magnusson	1942	
nm0536440	Jymn Magon	1949	
nm0536557	Charles H. Maguire	1927	2001
nm0536630	Sean Maguire	1976	
nm0536632	Sharon Maguire	1960	
nm0536666	Dezsö Magyar	1938	
nm0536676	Éva Magyar	1961	
nm0536705	Anant Mahadevan	1950	
nm0536708	Shankar Mahadevan	1967	
nm0536723	Valerie Mahaffey	1953	
nm0536761	Matthew Mahaney	1970	
nm0536799	Rahul Singh	1976	
nm0536883	Sean Maher	1975	
nm0536897	Maheshwari	1980	
nm0537004	Zdenek Mahler	1928	2018
nm0537031	Betty Mahmoody	1945	
nm0537117	Michael Mahonen	1964	
nm0537523	Marjaana Maijala	1968	
nm0537550	Michael Mailer	1964	
nm0537551	Norman Mailer	1923	2007
nm0537631	Robert Maillet	1969	
nm0537642	Claudette Maillé	1964	
nm0537648	Deborah Mailman	1972	
nm0537721	Mark Maine	1958	
nm0537776	Sophie Maintigneux	1961	
nm0538107	Lech Majewski	1953	
nm0538320	Alan Mak	1965	
nm0538328	Michael Mak	1958	
nm0538353	Karl Maka	1944	
nm0538443	Heike Makatsch	1971	
nm0538445	Dusan Makavejev	1932	2019
nm0538460	Miriam Makeba	1932	2008
nm0538485	Chris Makepeace	1964	
nm0538532	Mohsen Makhmalbaf	1957	
nm0538602	Jim Makiej	1961	
nm0538641	Riho Makise	1971	
nm0538652	Károly Makk	1925	2017
nm0538655	Wendy Makkena	1958	
nm0538683	Mako	1933	2006
nm0538869	Patrick Malahide	1945	
nm0538935	Tony Malanowski	1957	
nm0538959	Petr Malásek	1964	
nm0539082	Romany Malco	1968	
nm0539300	Ruth Maleczech	1939	2013
nm0539378	Roberto Malerba	1964	
nm0539399	Laurent Malet	1955	
nm0539497	Pawan Malhotra	1958	
nm0539507	Antara Mali	1975	
nm0539537	Keram Malicki-Sánchez	1974	
nm0539562	Art Malik	1952	
nm0539616	Kevork Malikyan	1943	
nm0539651	Joshua Malina	1966	
nm0539652	Judith Malina	1926	2015
nm0539678	Ross Malinger	1984	
nm0539719	Greg Malins	1967	
nm0539794	Barry Malkin	1938	2019
nm0539818	Stephen Malkmus	1966	
nm0539820	George Malko	1935	
nm0539846	Coque Malla	1969	
nm0539910	Jade Malle	1975	
nm0540022	Daboo Malik	1963	
nm0540038	Søren Malling	1964	
nm0540164	Matt Malloy	1963	
nm0540176	Tom Malloy	1974	
nm0540283	Skuli Fr. Malmquist	1973	
nm0540297	Ulf Malmros	1965	
nm0540300	Jan Malmsjö	1932	
nm0540330	Bruce Malmuth	1934	2005
nm0540331	Dan Malmuth	1944	
nm0540441	Jena Malone	1984	
nm0540487	Nancy Malone	1935	2014
nm0540532	William Malone	1953	
nm0540585	Michael Maloney	1957	
nm0540706	William V. Malpede	1965	
nm0540759	Richard Maltby Jr.	1937	
nm0540791	San Fu Maltha	1958	
nm0540795	Leonard Maltin	1950	
nm0541039	Kevin Mambo	1972	
nm0541082	Zosia Mamet	1988	
nm0541120	Robert Mammone	1971	
nm0541218	Method Man	1971	
nm0541389	Jean-Patrick Manchette	1942	1995
nm0541509	Ray 'Boom Boom' Mancini	1961	
nm0541548	Frank Mancuso Jr.	1958	
nm0541562	Gail Mancuso	1958	
nm0541576	Nick Mancuso	1948	
nm0541632	Babaloo Mandel	1949	
nm0541635	David Mandel	1971	
nm0541894	Maura Mandt	1966	2020
nm0541896	Neil Mandt	1969	
nm0541902	Aasif Mandvi	1966	
nm0541908	Costas Mandylor	1965	
nm0541909	Louis Mandylor	1966	
nm0541932	Tyler Mane	1966	
nm0542000	Marshall Manesh	1950	
nm0542062	Matt Manfredi	1971	
nm0542066	Valerio Manfredi	1943	
nm0542118	Stephen Mangan	1968	
nm0542133	Joe Manganiello	1976	
nm0542195	Hridaynath Mangeshkar	1937	
nm0542196	Lata Mangeshkar	1929	2022
nm0542364	Teodoro Maniaci	1961	
nm0542478	Manivannan	1954	2013
nm0542492	Rizwan Manji	1974	
nm0542493	Justin Monjo	1963	
nm0542498	Mahesh Manjrekar	1953	
nm0542535	John Mankiewicz	1954	
nm0542539	Tom Mankiewicz	1942	2010
nm0542558	Blu Mankuma	1948	
nm0542603	Stephen Manley	1965	
nm0542624	Nitin Manmohan	1962	2022
nm0542635	Alakina Mann	1990	
nm0542677	Byron Mann	1967	
nm0542706	Danny Mann	1951	
nm0542802	Jeff Mann	1965	
nm0542951	Ron Mann	1959	
nm0542970	Stanley Mann	1928	2016
nm0542990	Tamela J. Mann	1966	
nm0542994	Terrence Mann	1951	
nm0543537	Sunanda Murali Manohar	1957	2017
nm0543547	Predrag 'Miki' Manojlovic	1950	
nm0543666	Manuel Manquiña	1953	
nm0543739	Clint Mansell	1963	
nm0543779	David Mansfield	1956	
nm0543997	Lale Mansur	1956	
nm0544140	Doreen Mantle	1926	
nm0544307	John Bard Manulis	1956	
nm0544330	Kiti Mánver	1953	
nm0544334	Lesley Manville	1956	
nm0544424	Edu Manzano	1955	
nm0544448	Sonia Manzano	1950	
nm0544456	Ray Manzarek	1939	2013
nm0544529	Achille Manzotti	1943	2007
nm0544611	William Mapother	1965	
nm0544691	Maria del Mar	1964	
nm0544718	Kate Mara	1983	
nm0544721	Mary Mara	1960	2022
nm0544999	Patrick Marber	1964	
nm0545150	Kelly Marcel	1974	
nm0545186	Joseph Marcell	1948	
nm0545335	Stephanie March	1974	
nm0545383	Guy Marchand	1937	
nm0545406	Mitchell Marchand	1973	
nm0545408	Nancy Marchand	1928	2000
nm0545690	Francesca Marciano	1955	
nm0545701	Yvon Marciano	1953	2011
nm0545838	André Marcon	1948	
nm0545876	Rodolphe Marconi	1976	
nm0545877	Saverio Marconi	1948	
nm0545899	Cristina Marcos	1963	
nm0546057	Adam Marcus	1968	
nm0546159	Paul Marcus	1955	2011
nm0546220	Alessia Marcuzzi	1972	
nm0546753	François Margolin	1955	
nm0546765	Stuart Margolin	1940	2022
nm0546797	Mark Margolis	1939	
nm0546800	Morgan H. Margolis	1966	
nm0546816	Miriam Margolyes	1941	
nm0546868	David Margulies	1937	2016
nm0547050	Dario Marianelli	1963	
nm0547339	Jean-Pierre Marielle	1932	2019
nm0547349	Eli Marienthal	1986	
nm0547376	Martine Marignac	1946	2022
nm0547579	Anthony Marinelli	1959	
nm0547611	Ion Marinescu	1941	
